message,label,token,category
за Владим Владимыча забанили?))),False,забан,другое
"Если вы не парой миллионов чертовых $ торганули, то и дело до вас никому не будет... сколько читал комментариев на эту тему здесь, никто не подавал",False,черт,другое
"Девушка, смотри как потекло яблочко ???",False,очко,другое
"Не удивлюсь если и Байден тоже окажется зараженным, и накуканят по итогу всех",False,байден,политика
"переживаю, что в октябре она будет сильно расти. Трамп же обещал рекордные рынки к выборам",False,трамп,политика
Байден доллар укрепит),False,байден,политика
"Девочка тут одна правильно написала - Тесла всегда даёт терпеливым выйти хотя бы в 0. Это факт. Но сколько нервов уйдет, это не знает никто.",False,тесла,компании
"а если квал, то где найти ее? По тикеру не ищет в Тиньке",False,тиньк,компании
"до 17 ч ? На мертвой бумаге сидеть не вижу смысла , если только маленькой долей от портфеля.  Планировал купить дачу от сделки с майлом, придётся отложить на сл неделю, и сделать это на Яндексе",False,яндекс,компании
Гомосексуалистов канал))),True,гомо,сексизм
"У меня гораздо хуже, дура баба ((((",True,баба,сексизм
по-моему баба распродаёт я всю неделю,False,баба,сексизм
А как же на тиньке?,False,тиньк,компании
"Потому что черепок в Тинькофф это не предбанкротное состояние, а предракетное????",False,тиньк,компании
"ну да они, кого Тинькофф опубликовал",False,тиньк,компании
Пробовали баба с {$QDEL} . Гораздо интереснее,False,баба,сексизм
Сливаем баба ?,False,баба,сексизм
Баба ягодка опять!,False,баба,сексизм
"Я тинька беру, хотя есть вероятность что техи будут падать",False,тиньк,компании
"фраза говно-яндекс вышла после объявлении об отмене сделки и уже включает в себя инфу что сделка не состоится и что тинькофф отказался продаваться и яндексу, и мтс, и афк",True,яндекс,компании
"Блин, не успел заработать на тесла",False,тесла,компании
да все правильно))) ну мне как то пофиг...я большую часть что тут поднял а это около 150% вывел в крипту))) ну бабахнит... ну и бог с ним ))),False,баба,сексизм
Баба Галя всех накуканила сегодня,False,баба,сексизм
причём тут баба,False,баба,сексизм
"Баба ещё называют убийцей шортеров, но ты сможешь )",False,баба,сексизм
"Баба с возу, трактору легче",False,баба,сексизм
"И баба вернётся и эпл отрастет, не волнуйтесь ?",False,баба,сексизм
Тут у каждого второго свой платный канал. Может тоже забабахать)))),False,баба,сексизм
он с отсидки забабахает сразу до 6000,False,баба,сексизм
"Покидало его и по бабам, и по миру!))",False,баба,сексизм
"Да конечно, юристы работали, а не баба Валя с завода. Не доеб***",True,баба,сексизм
"спасибо ? Вот они петушары, накуканили своих инвесторов ?",True,,
Алибаба на чем предмаркете выросла?  Падает...,False,баба,сексизм
"Ёкарный бабай, я думал у меня 185 это дорого",False,баба,сексизм
данный индекс поидее никак не влияет на бабу. Ну может и свозят но не так сильно... мне кажется баба скоро начнёт отрастать...,False,баба,сексизм
"и вот ещё , реал сектор ещё загнётся , деньги пойдут вливать в таких как баба )",False,баба,сексизм
"Ну, вы просто не правы. Резкий скачек произошел именно в первые минуты после поступления новости о вакцине, а о победе Байдена стало очевидно еще в пятницу, ну или, как максимум, к утру понедельника",False,байден,политика
Карнавальная культура на бирже.,False,навальн,политика
Потому что Байдены они,False,байден,политика
Потому что тинькофф питушиный банк и биржа у них такая же,True,тиньк,компании
"Пока растёт насдак и доллар, будет расти.  Как начнёт хотя бы доллар падать, то и яндекс будет в боковую",False,яндекс,компании
"Добро пожаловать в Тинькоф инвестиции, ещё раз)",False,тиньк,компании
когда эта шляпа забанкротится?,False,забан,другое
"Лейся, тварь",True,тварь,другое
"а вы, батечка - будущий магнат, чёрт побери ?",False,,
да весь мой минус это баба)))  и я там с плечами уже 3 неделю)) ну я не парюсь скоро еще с прибылью закрою,False,баба,сексизм
гомосексуализм не нужно запрещать,False,гомо,сексизм
"понял... МММ еще когда-то ракетой была, значит. Я просто термина не знаю. Алибаба растет на 1% кричат ракета... Фиг его знает, что они имеют в виду.",False,баба,сексизм
и жизнь на дошике обеспечена) возможно даже с одной почкой,False,очко,другое
"Ванечка, вы в курсе, что скоро вас забанят?",False,забан,другое
"Пинка под зад, и с горочки. Собака драная",True,собак,другое
"Ожирели пока падала тесла, плохо стягивались???",False,тесла,компании
в приложении Тинькофф есть доступ к терминалу?,False,тиньк,компании
"Долларовые акции на помойной мосбиржа, ага, конечно. AIT в тиньке уже добавлен. И биржа там спб",False,тиньк,компании
"Убалтал, чертяка. Снова взял...",True,черт,другое
"Вы заблуждаетесь)  Я конечно не скрываю, что мне по возрасту знать эту песню, но (!), уверяю Вас, что почти все Кати знают песни про Кать, Маши про Маш и т.д.))",False,пес,другое
Вот начерта твой ноутбук????,False,черт,другое
только почему у нас ни черта в +5% не фиксируется когда мы просыпаемся?,False,черт,другое
"да, паника только когда делистинг, а у тебя в этой компании средняя - выше крыши) Тогда очко играет в «джим-джим»",False,очко,другое
"А вам не все равно ?у каждого своя голова на плечах ,а слушать или не слушать дело каждого.и забанят не забанят его тепло или холодно вам",False,забан,другое
"трамп - экономика в порядке, байден - экономике п..ц )",True,трамп,политика
"Трамп нужен. Все в минусах итак торчат, ну почти все)",False,трамп,политика
Трамп,False,трамп,политика
"да первая не прошла, трамп неделю назад сказал, что вакцинация только в апреле, неудивительно что все валится, не все переживут эту зиму",False,трамп,политика
не заметил. Я вообще расстроился из за возможного поражения байдена. Как ещё прожить четыре года при этом клоуне?!  Уже США лидирует по смертям от ковида а этому ч...у как с гуся вода.,False,байден,политика
"нет)), там 300 млн средний класс, и з/п у них от 40 до 100к. К 2025 будет 500 млн  У нас Путин объявил средним классом с з/п от 17к, почувствовал разницу)?",False,путин,политика
"а я наивно полагал, что алибаба устроила распродажу к 11.11 ???",False,баба,сексизм
алибаба это баба лось это твои минусы если есть,False,баба,сексизм
Тут баба безумная писала что скоро 65. Я поражаюсь откуда такие люди берутся. Орки 18 века,False,баба,сексизм
Если учесть что в Тесла отдел маркетинга распустили то конечно выше),False,тесла,компании
"Тинькофф тянет с купонами постоянно, все время задерживает на 1~2 суток",False,тиньк,компании
А почему именно этот золотой фонд? Почему не тиньковский и втб в баксах?,False,тиньк,компании
Акции в плюсе может и Трамп))),False,трамп,политика
"демократы прокололись и теперь их манипуляции вскрылись и всем объявят и покажут, опозорились , и трамп будет президентом ещё 4 года",False,трамп,политика
Какие неочень. Что Трамп заболел? Вроде больше нет ничего плохого по авиации.,False,трамп,политика
"Помню когда бакс стоил 30р, все эти петушки обещали что рубль охренеть как взлетит?? и советовали держать деньги в рублях, браво им ??? на бис??????",False,,
"он еще гомосексуала в красном у себя постит, плчти что каждый день, мечта его похоже",False,гомо,сексизм
Как баба,False,баба,сексизм
"Вы не могли бы пояснить, что означают эти цифры - что я должен Тинькову 110%?",False,тиньк,компании
и на Тесла до 600 к декабрю,False,тесла,компании
"спасибо, попробую. Что так недополучаешь прибыль, что на комиссию попадаешь- Тинькофф внакладе не останется, я так понимаю))))",False,тиньк,компании
петухи,True,петух,сексизм
баба на максимуме? класс,False,баба,сексизм
"да я шучу. Баба будет, просто виски попроще возьму. Хотя лучше все же тот",False,баба,сексизм
нас всех забанят )),False,забан,другое
"не дерзи папе, сынок. Молодой ты еще взрослому дяде рот затыкать...",False, рот,другое
"а если 3,3 то ты своё очко! Давай?",True,очко,другое
Сразу дополнение недовольным гомодрилам это общий бесплатный план направления цены по мнению автора. )),True,гомо,сексизм
Алибабашечка,False,баба,сексизм
"опосредованно через кого? Это странное заявление, какой аудитор будет ставить свою репутацию на кон и работать с левыми данными- Алибаба не шарага и листинг на NYSE сильно добавляет ответственности..",False,баба,сексизм
я тоже думаю на кой черт им рубль подымать и нагрузку на бюджет вешать,False,черт,другое
Забанят за спам,False,забан,другое
"С такими минусами все что есть скинь  к чертям, тут лохотрон",False,черт,другое
"Алибаба не фарма,чтобы скакать. Она более чем надёжная",False,баба,сексизм
мне нравится Ваш юмор?. После комментария с петухом подписался на вас. С Вами не скучно,False,петух,сексизм
"Ещё какой шанс, баба будет падать всю неделю. Она и ниже пробить может. Но естественно это временное явление.",False,баба,сексизм
Какую территорию! Турки оттяпали себе дорогу чтобы нефть качать из Азербайджана. А Вова Путин опять в дураках оказался,False,путин,политика
То есть если мы нашли у Трампа какую то болячку - то всё должно катиться в бездну ? Где логика ?,False,трамп,политика
"Ну, не за Путина и Навального же?!  Единственный приличный президент.  Трамп",False,навальн,политика
Как достал этот навальный. Как заноза. Уже хуже бузовой. Везде,False,навальн,политика
"докуплю, как в прошлый раз. В посте описал стратегию на случай падения.  Трамп или Трамп)) , но Intel убивать не будут. Он им нужен для мирового господства.",False,трамп,политика
"Кремль и закон - антонимы. Навальному въеB32 ляма штрафа просто так, это законно?",False,навальн,политика
короче я так понимаю что перспективы у неё обогнать Алибаба даже есть . Верно или нет ??,False,баба,сексизм
Бабах карабах,False,баба,сексизм
"кстати живой пример. Баба мне дает уже 2%. Заходил на сигналах свечных формаций, хоть и не уверенных. Смотри последний пост. В общем учим мать часть))",False,баба,сексизм
байден в Китай башляет,True,байден,политика
"Ну а как вы хотели?)) это же трамп заболел, а не какая нибудь бабушка из второго подъезда ?",False,трамп,политика
"Вчера когда в своей парадной ссал, смотрю лампочка горит, ну я ее и выкрутил, чтоб кто нить не спёр... вот до чего Путин страну довел...",True,путин,политика
"дай бог ему здоровья, когда откачают, я по боле низким ценникам зайду, Тесла уже 5$ вниз на последней новости",False,тесла,компании
Тесла ??? хайп нравится вот и катаешься,False,тесла,компании
вклады в Тинькофф не самые выгодные????,False,тиньк,компании
"так красиво написал , прям как Путин ?",False,путин,политика
Зачем нам евро по сотке! Лучше уж Трамп.,False,трамп,политика
"Жди выборов, как Байден выиграет, если выиграет, сразу же бери, если выиграет Трамп, то она полетит вниз",False,трамп,политика
"это в основном дивидентеые акции конечно... Если нужен рост то АлиБаба,, JD, Baidu, PayPal",False,баба,сексизм
Петушатню устроили в конгрессе???? Срамота?,True,,
Алибаба ???,False,баба,сексизм
"Да пипец, баба Ванга",False,баба,сексизм
чем плоха поддержка? Расист и гомофоб?,False,гомо,сексизм
"Кажется я выиграл? зелёный топчется на месте, а баба полетела вниз)",False,баба,сексизм
завтра торговля на тиньке,False,тиньк,компании
"Александра, расскажите про разницу fxim и тиньковским tech. Tech не является etf? И что это значит для нас? Комиссии ниже по tech, а брокерской комиссии совсем нет. А так они похожи на конкурентов)",False,тиньк,компании
Про Яндекс ничего не сказал?,False,яндекс,компании
Ну что там?! Давай петушок,True,,
Саня ты видил что алибаба делает,False,баба,сексизм
"терпеть не могу таких дурачков, которые заходят и начинают петушиться «у тебя минус у тебя минус»",True,,
Путин уже отправил Байдену поздравления???,False,байден,политика
Хмыри из Америки говорят что Байден победит. Будем со слезами вспоминать доллар по 60 и рвать волосы что не заскочил раньше,False,байден,политика
"Считаю,Байден должен закрыть России продажу энергоресурсов,совсем,навсегда,после может быть рубль начнёт укрепляться при развитии производств,и технологий,пока нефть у нас покупают,развития не будет.",False,байден,политика
Ага.. Завтра рост... Или падение. Баба Ванга отдыхает.,False,баба,сексизм
"Была baba как баба,  стала как ueba",True,баба,сексизм
например при покупке 90 бумаг баба взяли 10 долларов комиссию,False,баба,сексизм
"фу, тесла портит всё",False,тесла,компании
"а мне без разницы, мне бы плечи снять) О, моя тесла в плюс вышла) Вот бы до Америки хотя бы до 460 подросла?",False,тесла,компании
"Согласен, вчера аванс пришёл через сбер на тинькофф, лого старый",False,тиньк,компании
Заранее жалко тех бедалаг которые по вашему совету тоже не будут интересоваться точкой входа?,False,очко,другое
Когда уже забанят этого чудика,False,забан,другое
"если тебя забанят, Пульс ничего не потеряет. Таких умников с -47% считающих всех дураками здесь полно. Так что не стоит сомневаться , излечить всю желчь подружка  ?",False,забан,другое
"Алибаба отличная, как и их основные конкуренты - жiды!",True,баба,сексизм
"Соловьев,угомонись ???? тебя спалили",False,гомо,сексизм
Маск угомонил вчера медведей и быков. Все боятся рыпаться,False,гомо,сексизм
"ну вот вопрос в этом, с акций то удержит сам Тинькофф, а с курса доллара же надо самому. Как это сделать то все",False,тиньк,компании
"Мне подарили яндекс в апреле, когда он стоит 2300 рублей! Очень сожалею о продаже) Но если в течении 3 месяцев не продашь, подарок сгорает",False,яндекс,компании
"В солянку по российским эмитентам: сбер/ВТБ (фин.сектор) Транспорт -аэрофлот,КамАЗ Энергетика - РусГидро например Ну и Яндекс/маил, МТС какой-нибудь",False,яндекс,компании
Все щас завязано на здоровье трампа,False,трамп,политика
по мне с Трампом веселее.,False,трамп,политика
Байден выиграет в Мичигане и наберёт 270 выборщиков,False,байден,политика
Байден пришел-китайцы в рост. Народная примета,False,байден,политика
Байден отрывается ?,False,байден,политика
Этим многое объясняется. Трамп наш- Путин их.,False,трамп,политика
Сенат начал обсуждение санкций по Навальному + заявления и статистика по COVID,False,навальн,политика
"Да, у Трампа ток)",False,трамп,политика
Вроде Трампампампуля обещал сильно снизить цены на лекарства для населения. Видимо на этой новости фарма вверх идет,False,трамп,политика
"Вот только Трамп, судя по всему, не победил. Но тут еще нужно учитывать выбору в Сенат",False,трамп,политика
"наверное потому что аж Трамп заразился, не? Но сколько лет данной компании знаете? Смотрите индекаторы...",False,трамп,политика
Байден уходит в отрыв,False,байден,политика
Это Байден то сильный?,False,байден,политика
"да на успеют они его провести , у администрации Трампа не так много времени да и в палате представителей больше демократов ) учите матчасть",False,трамп,политика
Трамп ещё жив...,False,трамп,политика
пошел к чертм отсюда),False,черт,другое
"Вот только ВБ и Озон в регионах работает уже сейчас и развивается просто капец как. А я ндекс еще черт пойми когда доберется, в Москве да, но Москва не весь рынок России, далеко не весь.",False,черт,другое
"она у некоторых только появилась, у профилей с галочкой, и у тех, кто бета-версию юзает вроде",False,очко,другое
"Рогозин,  чем только не занимается,  только  не космосом,  гостицы строит торговые центры тоже,  лифты,  батуты и еще оказывает песни и стизи сочиняет",False,пес,другое
"А тот, кто задал Пескову вопрос, он ещё жив!?",False,пес,другое
"я поужинал лосем, смотрите на объёмы, для меня это был покрываемый риск с неудачной точкой входа почти на развороте тренда. Главное не волноваться и спать спокойно ?? хороших выходных",False,очко,другое
"читала, что в ночь перед поездкой Навальный пил где-то самогон и мог отравиться им, а «новичок» по сравнению с самогоном ,порой, детская пищевая добавка? вообщем пахнет в воздухе санкциями",False,навальн,политика
"В слове Путин из 5 букв 6 ошибок. Мда, чего только у людей в головах нет...",False,путин,политика
Имеет ввиду победу Трампа и укрепление рубля,False,трамп,политика
Где али баба?,False,баба,сексизм
"Сквер, алибаба, теперь и срм,))",False,баба,сексизм
На али баба такое каждый день по миллиону раз и что?,False,баба,сексизм
хороша чертовка,False,черт,другое
мой сынок тебе в рот не влезет! Иди уроки учи бездарь!,True, рот,другое
"Добрый вечер.. Внимательно слежу за Вашими постами. Ваше мнение,Zynex модно в среднесрок брать и с какой точкой входа и целью? Заранее благодарен",False,очко,другое
тебя походу в школе физрук обижал что решил сейчас свою обиду перевести в кнопки) в реале бы ты молчал как пес в будке обиженка))),True,пес,другое
"Новая песня :) с новичком не прокатило, теперь карабах :)",False,пес,другое
"Подожди, тут ещё секта нытиков свои песни поёт)",False,пес,другое
"ну не знаю, я вот коррекции этой ждал с конца июля. Если б шорты по ришке открыл, то сейчас бы не про**ал кучу бабла на Яндексе от нечего делать)",True,яндекс,компании
ловите работника Тинькофф!,False,тиньк,компании
"добрый день, Влад! Вы шорт по Яндексу ещё держите?)",False,яндекс,компании
Когда эту уку забанят перманентно уже,True,забан,другое
"Красиво сказано! Только с последней строчкой не пойму, если рынок будет идти вверх и вы будете фиксить прибыль, то как у вас все равно будет 50/50 акций и кэша, если часть акций вы уже продадите?",False,очко,другое
"я тоже вышел, но всё ещё переживаю, что отрастет собака бешеная",False,собак,другое
На какой минуте хэйт эпл и тесла?,False,тесла,компании
"в приложении тинькофф листаешь вправо, если ты на главной странице,  и там будет интерфейс открытия иис",False,тиньк,компании
"если в долгосрок средний то можно PCG присмотреть, у меня было  и я в + продал, позже в начале года закуплю. Всетаки энергетика и крупный проект с Тесла в стадии завершения.",False,тесла,компании
"А что? Тесла может просто упасть и не встать? Ну куплю я по 400, что, через год она не будет стоить 550?",False,тесла,компании
Что-то знают. Прошлый раз БКС также яндекс крутил он вырос хорошо,False,яндекс,компании
не понимаю что в тинькофф делать трейдеру с такой комисией как сдесь. Ну если только пульс почитать,False,тиньк,компании
По многочисленным заявкам сейчас будет 21-очко. Джим выиграл.,False,очко,другое
классные губки))) А ротик просто прелесть!,False, рот,другое
"Примаркет показал в верх, сейчас бочком до 18 00, а дальше похоже ?",False,очко,другое
все верно. Особенно когда с умным видом прикладывают черточки,False,черт,другое
я бы закупился ещё парочкой за 18-20,False,очко,другое
Тут много кто в шорт с точкой входа от 4800,False,очко,другое
Забанили тебя звони на горячую линию,False,забан,другое
крайний раз забанили на месяц !,False,забан,другое
"кто стреляет,очко после буррито?) Что все стены в говне?",True,очко,другое
Это $М и Тесла,False,тесла,компании
Сделка Яндекс-Тинькофф -это бомба!!!,False,яндекс,компании
По показателям п/е он перекуплен серьезно и если. С тиньковым не решится он ещё упадет,False,тиньк,компании
"те, что всегда растут. Амазон, алибаба, фейсбук, майкрософт, интел, амд,эппл. Теслу можно, но рискованно. Из наших яшу и машу. Брать на просадках.",False,баба,сексизм
"А я вот думаю, как баба отреагирует на отчет? Упадет камнем вниз как  paypal?",False,баба,сексизм
и страдает наша баба. Просто все липнет к ней)),False,баба,сексизм
Доку норм. Мясо посредственное. У собаки мультипликаторы хуже чем у теслы,True,собак,другое
Ну забанят ничего страшного у меня четыре счёта под управлением.  На неделю хватит !,False,забан,другое
где то я видел.. то ли на тряпках то ли на ароматизаторах для авто,False,тряпка,другое
"Неважно, это же баба. В крайнем случае ее можно будет откопать и использовать по назначению!)",False,баба,сексизм
Можно соревноваться с теми у кого алибаба есть! Там тоже такая же история)),False,баба,сексизм
Завтра к обеду будет баба 300~305,False,баба,сексизм
Эти петушары меня сегодня в шорт выставили хотя он у меня не подключен заебись - 1300 $,True,,
"съёб вниз, в канаву, в обочину, в ЖОПИЩУ, не аргументы? Я ещё раз скажу, это просто позорище.  зы: я ватник и кремлебот. Но с этими петухами, что-то решать надо.",True,петух,сексизм
"Зум после Вакцины скорректируется сильно, а Баба только рост",False,баба,сексизм
Тесла эстетично роняет...,False,тесла,компании
что думаете по поводу Яндекса? День добрый.,False,яндекс,компании
"Тесла 100, эпл 80",False,тесла,компании
Яндекс в ап пойдет или в даун? Я со шмяндексом тоже в дауне.,False,яндекс,компании
"сидел и видел как на постмаркете цена упала до 310. И не взял. Смутили прогнозы в тинькове. Урок, чтобы не залезал в шорт и думал своей головой.",False,тиньк,компании
Сегодня 2 ракеты одна у яндекса вторая у теслы,False,яндекс,компании
Осталось решить два вопроса. Когда случится приход у байдена? И не случится ли преждевременного его отхода?,False,байден,политика
я думаю Трамп набирает голоса 52%  а Байден 48% ?,False,трамп,политика
Посмотрим как отразиться то что у Трампа корону нашли,False,трамп,политика
ну правильно потому что Трамп всегда пампит а Мелания любит шортить),False,трамп,политика
"Трамп отозвал иск по Аризоне, кстати...",False,трамп,политика
"Я то же сейчас смотрю и непонятно, что вообще Байден говорит?",False,байден,политика
"А Байден кто, против этих Бильдербергский клуб,?",False,байден,политика
Да уже и у Трампа с его женой короновирус подтвердили,False,трамп,политика
Трамп вошёл взять русской теслы),False,трамп,политика
Очистить пульс сможет только банкротство Тесла по аналогии с Чизом,False,тесла,компании
Прошлые фонды Тинька тоже перед падением вышли. Верный критерий),False,тиньк,компании
Ну на ночь ссыкотно оставлять. Тинькоф опять чё нибудь ляпнет - он может.,False,тиньк,компании
но к сожалению в этот раз усреднялся в 2 процента так как думал вверх пойдет и заработаю а она просела к чертям,False,черт,другое
"он забанен да? Я после вашего поста хотела его найти и не нашла, хотела посмотреть на это чудо?",False,забан,другое
"Ну, забанят тебя щас дружок",False,забан,другое
Думаю все усреднить как следует до 1.8 но очково,False,очко,другое
К черту портфель! {$TSLA}  на всю котлету!  ??,False,черт,другое
"О, инфоцыгане песни запели набегай, покупай",False,пес,другое
"полгода - очень пессимистичный сценарий. 460 далеко не хай, если в европе не будет локдауна, она уже через неделю-две будет там же.",False,пес,другое
"как таких земля носит?!деньги не кидайте ему, его забанят за махинации.",False,забан,другое
"Надо чуть дальше Уренгоя, в газпромовский поселок Ямбург, ко мне в гости. Здесь точно прочувствовуешь пятой точкой, какие акции брать",False,очко,другое
баба норм пацан) не волнуйся если просядет но не много. Ну если каких то глобальных проблем не будет,False,баба,сексизм
"да все Момо , Алибаба,id",False,баба,сексизм
Что за бабайка?,False,баба,сексизм
"Байден лидирует, все вверх летит  it, 5g и фарма",False,байден,политика
"Между тем, опросы, проведенные в масштабе страны, говорят, что бывший вице-президент США Джо Байден на 6,8% обходит Трампа, передает Интерфакс.",False,трамп,политика
"Она не даст, особенно трампу.",False,трамп,политика
"1. Избавься от российского... 2. Выведи всё в $ 3. Как минимум Интел купи уже, фэйсбук, АТТ, Алибаба, эпл, 2U,...",False,баба,сексизм
"В целом, Баба неплохо отчиталась. Вам как акционеру привезли на треть больше прибыли, чем ожидалось. Но сейчас топчут на любом отчете.",False,баба,сексизм
"Екарнабабай... Чем бы тебя полить, чтоб ты расти начала?",False,баба,сексизм
"простите за французский,эта баба просто женщина без мужа",False,баба,сексизм
"спасибо, Эппл как раз на просадке схватил. Баба есть давно в портфеле. Остальные посмотрю.",False,баба,сексизм
Было бы идеально сначала вниз cnk потом вверх баба,False,баба,сексизм
Пружина....тут у всех очко уже сжимается!,True,очко,другое
школьник иди рот вытри и уроки делай.,False, рот,другое
"Россия не может делать асфальт, больным детям собираем деньги по смс, какая нафиг вакцина ?))Это тоже самое что у абригенов спрашивать чертежи космического корабля",False,черт,другое
"ага, сначала - 30$,потом опять черт пойми что",False,черт,другое
"Я теслу как-то поюзал, посливал к чертям все. Больше не трогал ) Масю не ясно мне шортить или в лонг вставать ?",False,черт,другое
"Ну сейчас 3-4 месяца рост от халявных денег. 3 трлн.$ напечатали, это как 2 экономики России, только из воздуха. Обещают напечатать ещё 1,5. Если одобрят то ещё будет рост, иначе очко.",False,очко,другое
"Так же как сейчас яндекс, рост 1,5% и сейчас боковик",False,яндекс,компании
да это все временно с минусом )Тинькофф  считает не верно этот процент.,False,тиньк,компании
"дык разве обманывали вас. Написано же ДО :-)  и не забывайте, что это бизнес, а не благотворительная организация. Так что прибыль вы должны приносить Тинькофф, а не наоборот, своими комиссиями",False,тиньк,компании
Если бабахнет {$PFE} ещё ниже упадёт же?,False,баба,сексизм
"Я с другим приду), мне баба Клава, соседка, попросила набрать... она их в банки крутит, говорит, внуки не раз вспомнят добрым словом)))",False,баба,сексизм
"бабах будет в ноябре, а пока с горочки на саночках",False,баба,сексизм
В очко летим,True,очко,другое
"Меня забанили за реплику про импотенцию {$POLY}  Потом разбанили, но тут я сам обиделся.",False,забан,другое
Без пессимизма ?,False,пес,другое
Тесла сегодня думаю отскочит чутка,False,тесла,компании
"у меня аналогично, но наверное у всех разные наборы компаний. Вот думаю, что Яндекс по этой акции надо брать",False,яндекс,компании
тесла и кино помогли,False,тесла,компании
говорят Байден победил,False,байден,политика
"А еще трамп на порнхабе нашел компромат на байдена, и решил показать его во всех кинотеатрах страны",False,трамп,политика
Навального вывели из комы,False,навальн,политика
"Вы аналитики от бога, выиграет Трамп , посмотрите что дают букмекеры на Байдена уже 1,30 , большая вероятность его победы",False,трамп,политика
"не уверен... Напомнить, что Трамп с саудитами сотворили с рынком нефти?!?!)))",False,трамп,политика
"так при Байдене они как раз и появятся, и в первую очередь вытеснят иностранные компании",False,байден,политика
сначала в ? Потом бабахнет,False,баба,сексизм
жду как баба отрастет ) влез в неё на спаде.,False,баба,сексизм
всё по - китайски. Это же алибаба,False,баба,сексизм
или трамп..!,False,трамп,политика
кто на данный момент выиграл ? на данный момент глубоко начхать что и кто там нарушал.... факт есть факт Байден выиграл если верховный суд решит обратное значит решит. Но сейчас это Байден,False,байден,политика
